Financial Year,Age Band,Diagnosis,Count,
2015/16,70-74,Chest Pain (Not Pleuritic),434,
2015/16,70-74,Cardiology Other - Not Acute Myocardial Infarction,267,
2015/16,70-74,Abdominal Pain (Unspecified),260,
2015/16,70-74,Wounds (Unspecified),209,
2015/16,70-74,Respiratory Other,185,
2015/16,70-74,Limb Injury Other (Unspec.),180,
2015/16,70-74,Fracture +/- Dislocation (Unspecified),162,
2015/16,70-74,Orthopaedic/Musculoskeletal Other,152,
2015/16,70-74,Collapse (Unspecified),125,
2015/16,70-74,Back Pain (Non Specific),78,
2015/16,70-74,Oncology Other,72,
2015/16,70-74,Diarrhoea And/Or Vomiting,58,
2015/16,70-74,Febrile Illness (Unspecified),56,
2015/16,70-74,Surgical,55,
2015/16,70-74,Copd/Coad,48,
2015/16,70-74,Headache (Migraine Or Unspec.),47,
2015/16,70-74,Urinary Retention,47,
2015/16,70-74,Hand Injury (Unspecified),45,
2015/16,70-74,Epistaxis,44,
2015/16,75-79,Medical Admission Other,1024,
2015/16,75-79,Chest Pain (Not Pleuritic),440,
2015/16,75-79,Abdominal Pain (Unspecified),250,
2015/16,75-79,Cardiology Other - Not Acute Myocardial Infarction,249,
2015/16,75-79,Limb Injury Other (Unspec.),184,
2015/16,75-79,Wounds (Unspecified),183,
2015/16,75-79,Respiratory Other,169,
2015/16,75-79,Collapse (Unspecified),156,
2015/16,75-79,Fracture +/- Dislocation (Unspecified),148,
2015/16,75-79,Orthopaedic/Musculoskeletal Other,146,
2015/16,75-79,Back Pain (Non Specific),114,
2015/16,75-79,Surgical,72,
2015/16,75-79,Oncology Other,67,
2015/16,75-79,Febrile Illness (Unspecified),67,
2015/16,75-79,Head Injury (Unspecified),50,
2015/16,75-79,Epistaxis,50,
2015/16,75-79,Superficial injuries,46,
2015/16,75-79,Diarrhoea And/Or Vomiting,43,
2015/16,75-79,Urinary Retention,43,
2015/16,75-79,Chest Injury (Unspecified),40,
2015/16,80-84,Medical Admission Other,1117,
2015/16,80-84,Chest Pain (Not Pleuritic),361,
2015/16,80-84,Cardiology Other - Not Acute Myocardial Infarction,231,
2015/16,80-84,Wounds (Unspecified),218,
2015/16,80-84,Fracture +/- Dislocation (Unspecified),207,
2015/16,80-84,Collapse (Unspecified),205,
2015/16,80-84,Abdominal Pain (Unspecified),198,
2015/16,80-84,Limb Injury Other (Unspec.),191,
2015/16,80-84,Respiratory Other,172,
2015/16,80-84,Orthopaedic/Musculoskeletal Other,135,
2015/16,80-84,Back Pain (Non Specific),104,
2015/16,80-84,Head Injury (Unspecified),65,
2015/16,80-84,Febrile Illness (Unspecified),65,
2015/16,80-84,Confusion/Delirium (Cause Unknown),63,
2015/16,80-84,Diarrhoea And/Or Vomiting,60,
2015/16,80-84,Superficial injuries,53,
2015/16,80-84,Surgical,50,
2015/16,80-84,Urinary Retention,45,
2015/16,80-84,Gi Bleed (Haematemisis/Pr Bleed),44,
2015/16,80-84,Chest Injury (Unspecified),41,
2015/16,85-89,Medical Admission Other,1011,
2015/16,85-89,Wounds (Unspecified),270,
2015/16,85-89,Fracture +/- Dislocation (Unspecified),258,
2015/16,85-89,Chest Pain (Not Pleuritic),240,
2015/16,85-89,Limb Injury Other (Unspec.),173,
2015/16,85-89,Abdominal Pain (Unspecified),160,
2015/16,85-89,Respiratory Other,160,
2015/16,85-89,Collapse (Unspecified),153,
2015/16,85-89,Orthopaedic/Musculoskeletal Other,124,
2015/16,85-89,Cardiology Other - Not Acute Myocardial Infarction,114,
2015/16,85-89,Back Pain (Non Specific),77,
2015/16,85-89,Head Injury (Unspecified),65,
2015/16,85-89,Diarrhoea And/Or Vomiting,51,
2015/16,85-89,Superficial injuries,49,
2015/16,85-89,Confusion/Delirium (Cause Unknown),47,
2015/16,85-89,Febrile Illness (Unspecified),46,
2015/16,85-89,Surgical,45,
2015/16,85-89,Chest Injury (Unspecified),43,
2015/16,85-89,Thrombosis Or Spontaneous Haemorrhage,41,
2015/16,85-89,Headache (Migraine Or Unspec.),33,
2015/16,90-94,Medical Admission Other,514,
2015/16,90-94,Wounds (Unspecified),176,
2015/16,90-94,Fracture +/- Dislocation (Unspecified),156,
2015/16,90-94,Limb Injury Other (Unspec.),112,
2015/16,90-94,Chest Pain (Not Pleuritic),104,
2015/16,90-94,Collapse (Unspecified),72,
2015/16,90-94,Abdominal Pain (Unspecified),60,
2015/16,90-94,Respiratory Other,58,
2015/16,90-94,Head Injury (Unspecified),51,
2015/16,90-94,Orthopaedic/Musculoskeletal Other,47,
2015/16,90-94,Back Pain (Non Specific),44,
2015/16,90-94,Superficial injuries,40,
2015/16,90-94,Cardiology Other - Not Acute Myocardial Infarction,32,
2015/16,90-94,Diarrhoea And/Or Vomiting,30,
2015/16,90-94,Febrile Illness (Unspecified),27,
2015/16,90-94,Confusion/Delirium (Cause Unknown),26,
2015/16,90-94,Chest Injury (Unspecified),23,
2015/16,90-94,Thrombosis Or Spontaneous Haemorrhage,19,
2015/16,90-94,Haematuria,19,
2015/16,90-94,Gi Bleed (Haematemisis/Pr Bleed),16,
2015/16,95-99,Medical Admission Other,100,
2015/16,95-99,Wounds (Unspecified),41,
2015/16,95-99,Fracture +/- Dislocation (Unspecified),36,
2015/16,95-99,Limb Injury Other (Unspec.),18,
2015/16,95-99,Orthopaedic/Musculoskeletal Other,16,
2015/16,95-99,Respiratory Other,14,
2015/16,95-99,Collapse (Unspecified),14,
2015/16,95-99,Back Pain (Non Specific),12,
2015/16,95-99,Superficial injuries,11,
2015/16,95-99,Chest Pain (Not Pleuritic),11,
2015/16,95-99,Head Injury (Unspecified),8,
2015/16,95-99,Epistaxis,6,
2015/16,95-99,Cardiology Other - Not Acute Myocardial Infarction,6,
2015/16,95-99,Abdominal Pain (Unspecified),6,
2015/16,95-99,Facial Trauma (Unspecified),4,
2015/16,95-99,Spinal Thoracic/Lumbar/Sacral Injury (Unspecified),4,
2015/16,95-99,Confusion/Delirium (Cause Unknown),4,
2015/16,95-99,Febrile Illness (Unspecified),3,
2015/16,95-99,Pneumonia That Is X-Ray Proven,3,
2015/16,95-99,Urinay Tract Infection/Pyelonephritis,3,
